# index color lcper lcamp obsno absmag
1.930000000000000000e+02 5.770916482080238330e-01 1.070717419433647279e+02 7.280603932795763900e-01 2.950362563265346694e+01 1.933496762365394872e+01
1.940000000000000000e+02 5.590050204201248985e-01 2.336609200344807391e+01 1.634712241830359680e+00 3.182271841993980388e+02 1.672034871218968988e+01
1.950000000000000000e+02 2.023299987909382702e-01 2.418326170916954609e+01 7.294619464741036730e-01 1.283199803796514971e+02 1.697508054075397865e+01
1.960000000000000000e+02 4.310150031910264801e-01 2.491184119917455320e+01 1.021891768644915377e+00 1.053756392128795341e+02 1.600976232666169352e+01
1.970000000000000000e+02 6.502392884900562997e-01 1.227615436183983277e+01 1.443471370880043514e+00 4.881214851675946420e+01 1.503379506873614346e+01
1.980000000000000000e+02 7.620477756882770848e-01 3.124858513771713753e+00 1.257456987810322335e+00 1.053006849668640683e+02 1.840086486961112655e+01
1.990000000000000000e+02 9.046274924939847750e-01 2.506764979428209017e+01 9.264851340784308054e-01 1.145393111547158504e+01 1.943218536344177139e+01
2.000000000000000000e+02 4.760244713138740980e-01 7.374116081490443619e+00 8.542084644514348346e-01 2.111083459718607003e+01 1.780530394476287981e+01
2.010000000000000000e+02 1.536590640351300496e-01 3.783684514711884361e+01 9.992407840097663474e-01 1.381798187823564774e+02 1.971913660312263517e+01
2.020000000000000000e+02 5.165423707382391649e-01 5.864984247212654367e+01 8.506862185603827342e-01 1.148511149098269755e+02 1.904439153677654417e+01
2.030000000000000000e+02 2.110443921576649062e-01 1.575216954619594745e+01 1.536047026730755549e+00 5.753858066020717388e+01 1.880599166745003004e+01
2.040000000000000000e+02 4.754653883366694589e-01 1.805809023490575171e+01 9.153694140058017403e-01 4.008500779143308819e+02 1.507764735128582956e+01
2.050000000000000000e+02 7.470496909148440778e-01 5.834354439423550076e+01 5.896695587307596575e-01 1.783200665703133154e+02 1.855942680200301709e+01
2.060000000000000000e+02 5.572248951198945921e-01 1.056380352463508387e+01 7.158371333069839526e-01 1.005395812211501863e+02 1.758108373202828290e+01
2.070000000000000000e+02 3.121555016338024013e-01 7.850866388529474271e+00 3.728134146339230348e-01 2.783403999644415308e+02 1.957775938868537580e+01
2.080000000000000000e+02 3.906204893013554003e-01 8.218797513069006300e+00 1.158595751435086862e+00 4.445900714600089287e+01 1.913355332879999082e+01
2.090000000000000000e+02 6.477979184840662041e-01 1.212071369981800295e+01 5.480809635045277295e-01 8.179978949929922294e+01 1.980528247342571291e+01
2.100000000000000000e+02 7.437001303201635771e-01 3.385086224226016238e+00 8.314486173718431683e-01 7.326355558162589432e+01 1.909737059940108850e+01
2.110000000000000000e+02 1.006069092840499168e-01 8.064623377374369184e+00 9.421843213800350503e-01 3.646554873866233493e+02 1.953302231075176110e+01
2.120000000000000000e+02 6.321122959173737232e-01 2.268416430195009426e+01 4.191470109562632218e-01 2.163339645559182145e+02 1.567310722997320838e+01
2.130000000000000000e+02 7.132852420229640611e-01 2.664249969271029528e+01 8.546108327323894693e-01 1.524856108305202440e+02 1.504335230539583179e+01
2.140000000000000000e+02 4.512044282396728834e-01 1.542166757768913854e+01 1.076332544119269707e+00 7.451857080515222833e+02 1.956515602458249248e+01
2.150000000000000000e+02 6.293295776212740611e-01 1.134963128522014486e+01 2.220908091995674738e+00 5.740601998838983633e+01 1.940224154312063831e+01
2.160000000000000000e+02 9.259169758471224032e-01 5.935795357220635537e+01 1.169936201293625633e+00 7.339629419493651596e+01 1.903711230969509671e+01
2.170000000000000000e+02 3.157463685778918450e-01 1.595726330378374236e+01 3.225030317323599682e+00 1.717645144843097285e+02 1.893625874210763271e+01
2.180000000000000000e+02 6.115913012894848011e-01 1.898014815687383106e+01 9.441553078833173629e-01 1.855598977631228195e+02 1.929852351808956001e+01
2.190000000000000000e+02 2.172081711567372952e-01 5.087774206970624391e+01 6.902282801940954338e-01 2.664078431377186575e+02 1.959297304804463380e+01
2.200000000000000000e+02 2.558922320173054876e-01 1.602387067329651060e+01 4.812412911769986534e-01 1.873885297695944132e+02 1.883978839963523910e+01
2.210000000000000000e+02 7.025566639150597759e-01 4.032771887934553945e+01 6.654052078360328526e-01 5.042930803378084192e+01 1.930719297128710821e+01
2.220000000000000000e+02 3.188609927535739352e-01 2.468152147458010504e+01 1.596537876457055027e+00 4.325063537908719269e+01 1.836163923773754547e+01
2.230000000000000000e+02 7.349208506269810925e-01 4.818717100043151902e+01 8.065789630363899843e-01 1.428828726014193329e+01 1.773825108406227358e+01
2.240000000000000000e+02 4.111179614241441960e-01 1.694045703091902055e+01 4.999852861454423536e-01 3.491360961220921126e+02 1.988233093546544694e+01
2.250000000000000000e+02 4.152186360246945540e-01 3.747641811921672783e+00 6.109625027280976006e-01 9.112357318090737124e+01 1.922553977400755798e+01
2.260000000000000000e+02 5.281171177916788029e-01 1.087714940603743408e+01 1.031075476762089549e+00 1.465219909583703668e+02 1.960261284231513912e+01
2.270000000000000000e+02 6.433874892544574342e-01 6.349875176795920950e+00 8.310718023470047289e-01 7.026209571697361866e+01 1.460109434932185124e+01
2.280000000000000000e+02 3.626169492074144962e-01 2.570327115220348091e+01 1.218120064561727611e+00 3.476608437759682602e+02 1.653575184750613403e+01
2.290000000000000000e+02 8.356231205320021616e-01 2.138949024952768951e+01 9.717820170876457775e-01 3.062902735067817872e+01 1.929692156284737692e+01
2.300000000000000000e+02 6.575350857200271681e-01 5.895899892209905957e+00 1.170430109781771311e+00 1.690465623861778610e+01 1.159052763691483001e+01
2.310000000000000000e+02 7.732019278677847440e-01 1.902999995995574167e+01 7.857413800302517348e-01 1.834255611036240623e+02 1.554200961865759290e+01
2.320000000000000000e+02 6.276168621790455537e-01 7.437266286324017095e+00 8.137264285967219513e-01 2.226103595385906146e+02 1.806942884818450068e+01
2.330000000000000000e+02 5.322887031920788825e-01 5.421327843914959743e+01 7.881268518108178744e-01 1.316394868956406583e+02 1.587350617779820361e+01
2.340000000000000000e+02 8.830647941214022634e-01 4.001390523790762543e+00 1.368794970507692721e+00 4.608445331127061309e+02 1.946943922468194899e+01
2.350000000000000000e+02 4.446840690980786714e-01 3.099797638605518202e+01 7.772169986975042688e-01 1.344124320783883206e+02 1.451405566264105040e+01
2.360000000000000000e+02 5.623712985737751024e-01 1.501751958932692688e+01 1.880036214193000044e+00 1.311853454283224778e+02 1.942301070931179652e+01
2.370000000000000000e+02 1.763427466004236777e-01 9.447299015256774624e+00 7.386980661400202042e-01 5.116949541325814010e+01 1.822287928812816915e+01
2.380000000000000000e+02 5.853860899711711419e-01 1.755662179216151486e+01 1.018514324214001787e+00 2.285606095727005993e+02 1.931780057403347683e+01
2.390000000000000000e+02 1.019156493606644620e+00 3.683425309903048728e+00 1.385522495142032851e+00 1.429507273062423600e+01 1.890543449260541564e+01
2.400000000000000000e+02 4.104221733411091977e-01 2.726503329157829114e+01 1.362059681054376803e+00 1.149793884729582714e+03 1.531157439877279103e+01
2.410000000000000000e+02 2.890587504147241193e-01 1.519996194815175627e+01 1.141247847678363847e+00 2.067673801485732099e+02 1.845690706175189888e+01
2.420000000000000000e+02 5.246025690756832560e-01 6.927227994326901062e+00 1.501419782440408746e+00 8.222343244175146992e+01 1.562642267985929223e+01
2.430000000000000000e+02 5.768134846041128583e-01 1.065912297573886924e+01 8.866755665729642022e-01 9.344340421034894817e+00 1.783231203000855913e+01
2.440000000000000000e+02 7.754686337631981896e-01 5.473169681901580041e+00 4.873162752231239847e-01 9.349099111862781797e+01 1.909430339021844247e+01
2.450000000000000000e+02 6.760359107553277624e-01 3.910080442027810133e+00 9.629225019432191557e-01 1.439797831546731288e+02 1.885065847735998901e+01
2.460000000000000000e+02 8.261921453901300838e-01 1.010888248278853396e+01 1.343309218469788124e+00 6.298644309907579242e+01 1.985280973436893959e+01
2.470000000000000000e+02 5.885403303211523829e-01 1.044931616134672758e+01 7.912517583649277819e-01 3.186421050281396106e+01 1.236444506092652063e+01
2.480000000000000000e+02 3.507834790176783679e-01 7.462338981178190167e+00 9.263400382181029569e-01 2.488255281666770031e+02 1.899512915632498888e+01
2.490000000000000000e+02 4.782451111569778757e-01 8.970030342192030659e+00 1.726734148107447631e+00 6.396820218236610600e+01 1.488034091509625867e+01
2.500000000000000000e+02 9.334867443973388079e-02 1.459801206301925447e+01 8.055557807387322411e-01 3.172639875018371072e+02 1.975568508877805485e+01
2.510000000000000000e+02 4.352149651707405420e-01 4.648692242642724182e+00 6.230518273418019781e-01 1.430544763364290617e+01 1.975315020597633975e+01
2.520000000000000000e+02 5.964484113034791424e-01 1.325989809364881289e+01 1.428820091074946230e+00 2.115623950204354458e+02 1.953523383092660737e+01
2.530000000000000000e+02 4.766275149028605385e-01 1.112031356940272886e+01 1.499029951224302160e+00 2.375833921561050772e+02 1.850380822759861843e+01
2.540000000000000000e+02 4.408316235073328482e-01 1.974273119183526504e+01 1.059888379130841773e+00 1.279735335767285065e+01 1.763728075239914261e+01
2.550000000000000000e+02 2.911469291851437324e-01 9.727991927752475476e+01 1.429567295095144130e+00 1.697718589696277434e+02 1.471275224997216213e+01
2.560000000000000000e+02 1.645161929599898432e-01 1.220372733799872833e+01 1.066034471769467196e+00 2.097327356321533998e+01 1.880425966660213533e+01
2.570000000000000000e+02 4.711853119292677694e-01 7.593093736168281538e+00 1.550536352782470706e+00 1.856777750128853484e+02 1.994247415624514375e+01
2.580000000000000000e+02 6.353369190319015924e-01 5.319307349538092033e+00 6.785009032309077259e-01 6.717211188951888801e+01 1.901777302654140200e+01
2.590000000000000000e+02 3.405975871335633620e-01 6.235606224860839042e+00 4.179862167233314718e-01 6.308471025933064880e+01 1.864040651842138274e+01
2.600000000000000000e+02 3.036541626865095767e-01 1.684669043271112088e+01 8.403919868247985425e-01 7.132608508327480479e+01 1.979980786752800981e+01
2.610000000000000000e+02 2.511776976409961781e-01 8.717506634774407459e+00 1.325144285078219797e+00 1.064515782188333759e+02 1.930177907723858866e+01
2.620000000000000000e+02 6.108422779805192659e-01 1.052500022556951720e+01 1.528749937080995158e+00 2.568819821563255914e+02 1.594250885321616273e+01
2.630000000000000000e+02 4.156057007253515234e-01 2.459718936179393367e+01 1.676771429447214468e+00 3.861942250581765279e+01 1.979516718929632191e+01
2.640000000000000000e+02 5.914062276502740634e-01 2.950402981070153885e+01 6.676965932964140649e-01 5.417408323236101353e+01 1.711395181597935533e+01
2.650000000000000000e+02 2.820062193034341691e-01 3.960363170926120802e+01 1.000536223777755973e+00 3.045296828325857064e+01 1.889542613244172031e+01
2.660000000000000000e+02 4.982282998583845712e-01 2.693208172807047163e+01 9.860707602471773248e-01 9.491440440667814116e+00 1.926181642647352277e+01
2.670000000000000000e+02 5.558439037916771408e-01 1.077202032356506578e+01 1.151620008470233048e+00 1.902206198574456266e+02 1.621254529960518198e+01
2.680000000000000000e+02 2.293058649066468391e-01 1.096206240780194108e+01 1.699928226403220943e+00 7.389798708205601940e+01 1.510407166960080261e+01
2.690000000000000000e+02 2.268133442957420975e-01 3.790068844827506922e+01 1.353780118262068122e+00 1.267243484825484323e+01 1.900777525000032142e+01
2.700000000000000000e+02 3.718181750546430409e-01 7.308486844979448449e+00 1.162013184379509845e+00 4.855114438570587936e+02 1.516915292938742077e+01
2.710000000000000000e+02 1.489073213277836150e-02 7.241318890214290427e+00 1.107471688502639662e+00 3.859014849157937022e+01 1.947058681030594940e+01
2.720000000000000000e+02 1.834898010025018122e-01 9.298950776805423857e+01 9.015870057366049961e-01 6.960248474076540504e+01 1.978756023111512619e+01
2.730000000000000000e+02 5.819838257538111348e-01 3.977064963829507604e+01 9.154117849259953976e-01 7.273551078452136665e+01 1.791329759868509086e+01
2.740000000000000000e+02 5.590043055629833058e-01 6.917733347639304498e+01 1.785339724932006655e+00 6.837704003377437800e+01 1.944646218957314687e+01
2.750000000000000000e+02 8.097381167101344035e-01 2.693488001761192763e+01 1.474279122772381934e+00 3.411171996220591751e+01 1.820894996066932947e+01
2.760000000000000000e+02 4.216452476872147859e-01 1.666332713367670948e+01 1.038975669944887992e+00 1.521971924679907318e+02 1.451478780396219292e+01
2.770000000000000000e+02 3.654589637551297066e-01 1.282117392192643202e+01 6.818251316119947614e-01 5.425854351221518357e+01 1.841402460594685664e+01
2.780000000000000000e+02 7.936447720906725234e-01 1.237899239338180379e+01 1.192130968483247733e+00 1.425025597209424006e+02 1.860297441682370589e+01
2.790000000000000000e+02 5.213632034050958985e-01 1.166043708575493909e+01 1.405355014819855253e+00 1.731257003317184484e+01 1.353779331931438712e+01
2.800000000000000000e+02 7.427788402634456499e-01 1.142424314902763172e+01 1.222543617700868612e+00 3.959286952068048322e+02 1.899392473972243067e+01
2.810000000000000000e+02 5.384493907400826895e-01 1.965251546132554239e+01 8.134540949776387642e-01 2.173254126004434852e+02 1.629412215296621014e+01
2.820000000000000000e+02 3.704769811229584597e-01 9.618809088538510466e+00 2.153154682265902675e+00 4.685423788212010976e+01 1.599648417340451978e+01
2.830000000000000000e+02 2.232785876909715306e-01 7.792307726235611653e+01 1.231726607691164821e+00 5.330821561613836934e+01 1.780763115345322234e+01
2.840000000000000000e+02 6.414640234170108091e-01 3.037469179574428857e+00 7.712512024898938723e-01 7.248090132164712429e+01 1.829353464355443037e+01
2.850000000000000000e+02 5.285321102914588565e-01 6.268101491916072021e+00 1.353774461646780169e+00 5.496303869793880637e+01 1.956277976620704351e+01
2.860000000000000000e+02 5.693985540463418760e-01 7.405535139892419849e+00 1.346722106404149688e+00 2.768751925950233073e+01 1.485762563702505723e+01
2.870000000000000000e+02 5.988329910732596018e-01 1.001592064808485461e+01 1.833663260899676128e+00 1.181328056836718758e+02 1.646431349263661659e+01
2.880000000000000000e+02 1.995706716940766068e-01 6.142852122599578024e+00 9.002474070713584187e-01 2.768231253562529659e+01 1.219180694159682865e+01
2.890000000000000000e+02 6.772018087426276978e-01 4.307205208695101817e+00 7.503088316555764914e-01 1.671156914244474592e+03 1.428625372074253796e+01
2.900000000000000000e+02 2.618682708819901617e-01 1.562673417283389909e+01 5.108084851380984004e-01 6.825981530986950929e+01 1.671870188505835841e+01
2.910000000000000000e+02 4.874174497994168687e-01 6.633860999505300171e+00 1.095063170713532541e+00 2.872543915255963043e+01 1.684451993807486758e+01
2.920000000000000000e+02 4.080137601058346775e-01 1.819221746698147868e+01 7.436683352676884962e-01 1.523776392641814823e+02 1.935426512885043948e+01
2.930000000000000000e+02 4.615189204740064999e-01 1.549116497729429831e+01 1.054186918092613778e+00 1.799503176253130476e+01 1.949619922206831291e+01
2.940000000000000000e+02 1.825721581630023460e-01 1.534133856853292244e+01 2.161977560380725638e+00 6.929920184687207438e+02 1.949836173041324017e+01
2.950000000000000000e+02 3.835792570554941716e-01 8.045419544287511826e+00 8.084177173923078330e-01 2.779302385983696126e+02 1.835274568439778875e+01
2.960000000000000000e+02 6.090489433298196253e-01 1.563797497483483667e+01 1.722715160550637448e+00 1.198433136898114100e+02 1.729523147886086676e+01
2.970000000000000000e+02 7.414416165360173672e-01 2.047138333713429859e+01 6.108807103424086504e-01 4.534871737682503579e+01 1.648997276722533201e+01
2.980000000000000000e+02 3.864713284008171046e-01 8.244702067494261044e+00 7.702217399994701896e-01 4.430421150621265980e+01 1.966426076622595076e+01
2.990000000000000000e+02 6.715435195402343904e-01 3.916266625833016235e+01 6.702381486052367832e-01 1.952191411333637063e+02 1.380423227515028550e+01
3.000000000000000000e+02 2.212762463114361644e-01 1.609329122894432373e+01 9.892653783586390359e-01 2.704762968818847639e+02 1.836962895550003338e+01
3.010000000000000000e+02 5.097290876610794941e-01 2.991522652953878136e+01 7.808152599056485954e-01 3.530553800670913915e+02 1.775939065470989675e+01
3.020000000000000000e+02 3.255091792787991323e-01 3.387944887783898906e+00 6.867378866636958401e-01 5.940789169089274679e+01 1.985901021838373026e+01
3.030000000000000000e+02 3.501037086851954139e-01 2.049445761172835745e+01 7.654322216204423324e-01 1.782260024861943464e+02 1.794916856802385396e+01
3.040000000000000000e+02 6.335317396525607103e-01 3.595429728247911960e+00 1.709222363900754438e+00 5.916873303859032518e+01 1.263165757955587409e+01
3.050000000000000000e+02 3.711607123718736467e-01 7.132119839755809210e+00 7.907551510985275645e-01 2.077632766332598067e+02 1.952166414793717664e+01
3.060000000000000000e+02 6.816144154188147342e-01 2.164141374360120196e+01 7.537008038442691849e-01 1.716100564194589140e+02 1.416313191072762123e+01
3.070000000000000000e+02 3.503948363114482989e-01 3.860228101248639909e+00 7.256391691469453731e-01 7.239747474793446713e+01 1.970746793620181592e+01
3.080000000000000000e+02 5.824271294009932820e-01 1.107156102175457946e+01 1.022626603774930754e+00 1.009337224829195208e+02 1.881723477764837682e+01
3.090000000000000000e+02 3.237916077908329360e-01 1.225448219141608419e+01 1.084356149877152120e+00 5.878940335723099508e+01 1.840362594371483240e+01
3.100000000000000000e+02 9.638887743419310983e-02 2.764825957943715906e+01 1.009127554222869483e+00 1.325430676314685563e+01 1.628934129630396299e+01
3.110000000000000000e+02 7.397188642277876536e-01 1.504472182109513767e+01 7.619213014428287689e-01 1.628973457389723194e+02 1.999204038634613312e+01
3.120000000000000000e+02 2.997167755573698633e-01 9.006451436840674063e+00 7.845117689530100025e-01 1.041386800238574608e+02 1.653427013834259185e+01
3.130000000000000000e+02 6.010197545371808170e-01 3.674056528962505297e+01 2.087194844422473050e+00 1.142567522970287200e+03 1.357875793982192647e+01
3.140000000000000000e+02 8.124507006106241880e-01 5.384223429688359630e+01 1.708959384820835092e+00 8.858332833399907713e+01 1.803224364218423403e+01
3.150000000000000000e+02 6.920544821675630454e-01 2.248980779480183401e+01 1.085932731013701913e+00 4.064842003519087825e+02 1.780837880818256025e+01
3.160000000000000000e+02 8.596882774696189555e-01 1.893015223172876915e+01 1.253434961078660814e+00 3.970052846032843519e+01 1.707301200916657535e+01
3.170000000000000000e+02 3.645580213472597864e-01 1.683000947360307009e+01 7.743916074390602144e-01 7.144674100415278417e+01 1.796424818544377544e+01
3.180000000000000000e+02 1.897159761734600325e-01 6.538720312095482434e+00 1.109239165283506301e+00 1.444105803750615280e+02 1.431971284855144688e+01
3.190000000000000000e+02 6.173660886496915579e-01 1.813392640808256218e+01 1.480844227953903802e+00 1.498159433351319194e+02 1.879688630142600658e+01
3.200000000000000000e+02 3.140683781175049871e-01 6.567432386047362236e+00 9.277305731076697093e-01 6.256860307584260283e+01 1.624344144865728623e+01
3.210000000000000000e+02 5.707673759582048145e-01 2.912006978148348679e+01 2.149338051781182646e+00 1.723542836799360884e+02 1.523299317164110533e+01
3.220000000000000000e+02 2.819318682705683199e-01 9.462645362972175178e+00 7.742260276732421120e-01 6.685939832166023677e+01 1.920404825334385635e+01
3.230000000000000000e+02 5.825698131970076243e-01 7.659409875191431460e+00 1.852870887477250372e+00 4.887695054245410375e+01 1.619447285007701964e+01
3.240000000000000000e+02 6.154702394517027608e-01 4.975515005652603406e+00 8.117086921409972788e-01 8.970452500227924020e+01 1.973588318910300643e+01
3.250000000000000000e+02 -4.731800632671412377e-02 1.662192807592170851e+01 8.233885367606201822e-01 4.764990566926222471e+01 1.930300867586298708e+01
3.260000000000000000e+02 7.936814742014660640e-01 4.667989408885705238e+00 7.496404941463035154e-01 6.802750816987901317e+01 1.727937115951933222e+01
3.270000000000000000e+02 3.983822702572610286e-01 5.068359885581116053e+00 8.991918262106267656e-01 3.718830992068001962e+01 1.777811337587115403e+01
3.280000000000000000e+02 4.853261891848373311e-01 1.910778031873714156e+01 8.082643058480404319e-01 1.404034015265381640e+03 1.710730405469897164e+01
3.290000000000000000e+02 2.655075263906080951e-01 1.915769102525414169e+01 2.905112680252226021e+00 6.820278241947393383e+01 1.928917062845288655e+01
3.300000000000000000e+02 5.099662982540218437e-01 1.128642523630728256e+01 8.035260650435994689e-01 9.111415518555625681e+01 1.964064081153239627e+01
3.310000000000000000e+02 2.598506338714473562e-01 2.263830695284564598e+01 1.576736913993292744e+00 2.896830112269815913e+02 1.878324566571918552e+01
3.320000000000000000e+02 7.240472212705435506e-01 4.231792804989513712e+00 9.054458382353068879e-01 4.186917867848236341e+01 1.815641204284766630e+01
3.330000000000000000e+02 7.336396615690735645e-01 3.783683964917988085e+00 1.094963178546568106e+00 8.666879558415543272e+01 1.326591404480397784e+01
3.340000000000000000e+02 3.351711682974067297e-01 1.360262074671550536e+01 9.210581835797262418e-01 1.771884591664231436e+02 1.870012181661307693e+01
3.350000000000000000e+02 2.481492136211066457e-02 7.504133206581999005e+00 1.309089484453630714e+00 2.337353176080373487e+02 1.867953559783728323e+01
3.360000000000000000e+02 5.000374140155801062e-01 5.217334012447414793e+00 7.659478855468803138e-01 2.907353129280419353e+02 1.895699208408343850e+01
3.370000000000000000e+02 5.863963210279639071e-01 9.549624223004048673e+00 5.296734017536610661e-01 9.036309920040925192e+01 1.383836298090209027e+01
3.380000000000000000e+02 6.847089991605945780e-01 1.467636516831501936e+01 1.274656497171060776e+00 3.895190375661146049e+02 1.796789780350093579e+01
3.390000000000000000e+02 1.062481969013890915e-01 1.075837996137660291e+01 1.247048246269295557e+00 1.265326336960620921e+02 1.840358537882573131e+01
3.400000000000000000e+02 2.700868415173690584e-01 2.380263324333152752e+01 2.740539777432473567e-01 1.219125448690304268e+02 1.928464857096517449e+01
3.410000000000000000e+02 2.805281462539982451e-01 7.731315888994015495e+01 1.577520687430313151e+00 1.765524642571749894e+02 1.470483826734603383e+01
3.420000000000000000e+02 8.944757923707417069e-01 7.683712243886079207e+00 7.864411976067232635e-01 5.507033466739477490e+01 1.929310451982051688e+01
3.430000000000000000e+02 3.041905805889694170e-01 9.826466794079776435e+01 1.332372839457165226e+00 4.488267844463091905e+01 1.693321066741595615e+01
3.440000000000000000e+02 6.988207882769695845e-01 1.186037118378831501e+01 1.111267245276392979e+00 2.273155622790254995e+02 1.914467912622176016e+01
3.450000000000000000e+02 4.332480976242165660e-01 7.437518238741716914e+00 1.119646154911897007e+00 1.323437805704932657e+02 1.476237544684926917e+01
3.460000000000000000e+02 4.138937417527275842e-01 1.283254671679205039e+01 7.360265264862233536e-01 9.783432345279122444e+01 1.703995347467817822e+01
3.470000000000000000e+02 4.705615444222199240e-01 2.717730159540816359e+01 4.533466696720424571e-01 9.634949835671436347e+01 1.655658912810083194e+01
3.480000000000000000e+02 2.684601920269075737e-01 1.655211623937952226e+01 2.101693062921867750e+00 1.427206591005253529e+02 1.987054736062036397e+01
3.490000000000000000e+02 6.570925749214703293e-01 9.729173333590146910e+00 9.402164081623928249e-01 3.503810748866334279e+01 1.976036575886105240e+01
3.500000000000000000e+02 7.478408580832085484e-01 1.647439248443619064e+01 9.771119810533324124e-01 9.398432753720874189e+01 1.714908728452687825e+01
3.510000000000000000e+02 2.751356971034908394e-01 3.841015909127779793e+01 9.530232263783974256e-01 4.598830364240719604e+01 1.949660826630081445e+01
3.520000000000000000e+02 4.244548052119637704e-01 1.847700206123062472e+01 8.644409583988209578e-01 1.379539357096456342e+02 1.787370696417459826e+01
3.530000000000000000e+02 9.072127044266019569e-01 1.712728077607110677e+01 1.165605200400409602e+00 1.561827720158714499e+02 1.840078954567229630e+01
3.540000000000000000e+02 6.245400767503813677e-01 8.768489088406752785e+00 2.359646672214098739e+00 2.971106410624915739e+01 1.753623266383032941e+01
3.550000000000000000e+02 9.186859478080510177e-01 2.551378285114268962e+01 1.417232470514022680e+00 4.205766707326139908e+01 1.818616985144411302e+01
3.560000000000000000e+02 3.367444128278256898e-01 1.274054537217694438e+01 9.995840484537932280e-01 9.365612084075391977e+02 1.752742452385520977e+01
3.570000000000000000e+02 3.284432076782297094e-01 1.247841156285134900e+01 7.651681640856587974e-01 1.120597494298425403e+02 1.996786237521306262e+01
3.580000000000000000e+02 4.337831761523280871e-01 1.649644741060318864e+01 7.402603034186463482e-01 1.745259868138177808e+02 1.732257317571060895e+01
3.590000000000000000e+02 5.560820475454547607e-01 5.500791779048101127e+00 1.824093015306207821e+00 1.358589197656766885e+02 1.482988963923992998e+01
3.600000000000000000e+02 1.870426198375487736e-01 5.198344613690297322e+00 1.356550402990618798e+00 2.646490011967345168e+01 1.879370278089530188e+01
3.610000000000000000e+02 1.980966734303631904e-01 4.662487056191498169e+00 6.478875999225041094e-01 1.495254027660283214e+01 1.721813837937930458e+01
3.620000000000000000e+02 4.632056755595940212e-01 3.481873540365965169e+01 7.937235968161238109e-01 1.420645316698336558e+02 1.879017211003188947e+01
3.630000000000000000e+02 6.074952360583328881e-01 6.950506300683157335e+00 9.095622805167514757e-01 2.740666658867446586e+02 1.682280374961386826e+01
3.640000000000000000e+02 8.649571205803531226e-01 6.885675457010299283e+01 2.559195298640398963e+00 7.805820136694876510e+01 1.900021061378129161e+01
3.650000000000000000e+02 1.174913100749807038e-01 1.614112292991343622e+01 2.380331230339814308e+00 4.236467779888704399e+01 1.300151176176839840e+01
3.660000000000000000e+02 7.014824285923479952e-01 1.176748760277578754e+01 6.867870802636000249e-01 6.325241359473691460e+01 1.893202317449738104e+01
3.670000000000000000e+02 3.489446767437240915e-01 8.226052086469499258e+00 1.066745338166494861e+00 1.505014761650477055e+02 1.847150459969487457e+01
3.680000000000000000e+02 2.494851131716121773e-01 2.506207842468434421e+01 6.007277574121776542e-01 1.200113079603462012e+02 1.899580847700804043e+01
3.690000000000000000e+02 3.855625078077842272e-01 1.807164029553702633e+01 1.184846312745726715e+00 2.106378403932065453e+02 1.959432108514280202e+01
3.700000000000000000e+02 3.823389420329855182e-01 2.466567733402913376e+01 1.060271590582115175e+00 2.042480219350363413e+01 1.351656039269425769e+01
3.710000000000000000e+02 6.150854140968234907e-01 1.960699878204632540e+01 7.155020908647117261e-01 5.867888521319092376e+01 1.363927232215939611e+01
3.720000000000000000e+02 2.700220541147026476e-01 5.282453503397713135e+00 1.124117775594420721e+00 1.352124907749059446e+02 1.737943247774305888e+01
3.730000000000000000e+02 9.184046052952982153e-01 6.279584805764675792e+01 7.994883172913409553e-01 2.973609369697337002e+01 1.531615468858529994e+01
3.740000000000000000e+02 8.602237207262219965e-01 6.977463207140264245e+00 1.808738444861882844e+00 4.793815142219052063e+02 1.572897189735731160e+01
3.750000000000000000e+02 7.017948309056861733e-01 1.337093397063025080e+01 1.163308443079821064e+00 7.586974538401096879e+01 1.867592266507305254e+01
3.760000000000000000e+02 4.915361453246177015e-01 1.412820763815602731e+01 1.461734528438565661e+00 1.584482068664859966e+01 1.636356567438451037e+01
3.770000000000000000e+02 5.779592707663935292e-01 1.764531945297897053e+01 1.478154859667320187e+00 1.416380034348707966e+02 1.698794863449131398e+01
3.780000000000000000e+02 1.934594980267335118e-01 7.496413648199091284e+00 1.518174836605928002e+00 6.133571598796738726e+02 1.946671044574028642e+01
3.790000000000000000e+02 4.937708700272229745e-01 5.386260893359567348e+01 7.352848256748261146e-01 4.326945498256574041e+01 1.573959753542865236e+01
3.800000000000000000e+02 4.019383695054179473e-01 4.950743806489576571e+00 2.216102016455344881e+00 3.913839930512818199e+01 1.729630919430540814e+01
3.810000000000000000e+02 1.053351599168451447e+00 1.086421284078701177e+01 1.219229157620808301e+00 3.802493626947325538e+02 1.947246928181994718e+01
3.820000000000000000e+02 5.661879634822125640e-01 6.009686519792638570e+00 7.961736584412744122e-01 2.596206817423931170e+02 1.574260616292367132e+01
3.830000000000000000e+02 3.655158859556054685e-01 5.858998974472077492e+01 7.126289692725668035e-01 3.552877730354096286e+01 1.246314646929697290e+01
3.840000000000000000e+02 3.854304320957298580e-01 1.560676072362888611e+01 5.784109352526699555e-01 2.940349957910538023e+02 1.867388320352455366e+01
3.850000000000000000e+02 1.718620295894851824e-01 9.414711297693342473e+00 1.113209165017741142e+00 1.181414359826097069e+02 1.510990499848089819e+01
3.860000000000000000e+02 2.526234381008883867e-01 4.595534787417552280e+00 1.342192944661634080e+00 6.187040098073451588e+01 1.574253838841274167e+01
